ID,Nivel_Educacion,Sector_Trabajo,Ocupacion,Horas_Semanales,Ingreso_Mensual_MXN,Clase_Ingreso
8602,Media Superior,Gobierno,Programador,21,8500.0,Baja
8603,Licenciatura,Construcción,Enfermero/a,34,9800.0,Baja
8604,Licenciatura,Gobierno,Lechero,27,10300.0,Baja
8605,Básica,Finanzas,Pintor,47,16500.0,Media
8606,Posgrado,Manufactura,Repartidor,27,17100.0,Media
8607,Licenciatura,Manufactura,Barbero,33,9200.0,Baja
8608,Licenciatura,Informal,Maestro,56,27300.0,Media
8609,Licenciatura,Informal,Profesor/a,24,13300.0,Baja
8610,Media Superior,Gobierno,Cerrajero,50,17600.0,Media
8611,Licenciatura,Servicios,Imprentero,32,11800.0,Baja
8612,Media Superior,Gobierno,Relojero,46,24900.0,Media
8613,Media Superior,Servicios,Repartidor,58,15400.0,Media
8614,Licenciatura,Gobierno,Escritor,38,16900.0,Media
8615,Media Superior,Comercio,Chofer transportista,43,19000.0,Media
8616,Media Superior,Informal,Artesano,22,8500.0,Baja
8617,Licenciatura,Construcción,Lingüista,27,15500.0,Media
8618,Media Superior,Comercio,Filólogo/a,43,8500.0,Baja
8619,Básica,Construcción,Panadero,33,8500.0,Baja
8620,Licenciatura,Finanzas,Radiólogo/a,52,33700.0,Media
8621,Media Superior,Gobierno,Obrero,34,8500.0,Baja
8622,Media Superior,Finanzas,Carpintero,51,16200.0,Media
8623,Licenciatura,Servicios,Guardabosques,48,17700.0,Media
8624,Básica,Construcción,Meteorólogo/a,58,19300.0,Media
8625,Media Superior,Servicios,Cerrajero,40,15000.0,Media
8626,Licenciatura,Gobierno,Óptico,36,23900.0,Media
8627,Licenciatura,Servicios,Relojero,54,25400.0,Media
8628,Licenciatura,Informal,Jardinero,51,15800.0,Media
8629,Media Superior,Gobierno,Paleontólogo/a,44,18700.0,Media
8630,Media Superior,Construcción,Filólogo/a,32,9100.0,Baja
8631,Media Superior,Informal,Psicoanalista,31,15100.0,Media
8632,Licenciatura,Servicios,Maestro,50,15300.0,Media
8633,Básica,Comercio,Agricultor,49,12600.0,Baja
8634,Posgrado,Construcción,Carnicero,25,8500.0,Baja
8635,Básica,Comercio,Chofer transportista,24,8500.0,Baja
8636,Media Superior,Finanzas,Albañil,58,20700.0,Media
8637,Media Superior,Comercio,Geógrafo/a,46,13500.0,Baja
8638,Licenciatura,Construcción,Periodista,22,8500.0,Baja
8639,Licenciatura,Servicios,Ferretero,38,15400.0,Media
8640,Licenciatura,Comercio,Periodista,22,8500.0,Baja
8641,Licenciatura,Construcción,Peletero,34,11000.0,Baja
8642,Media Superior,Construcción,Kinesiólogo/a,52,25500.0,Media
8643,Media Superior,Servicios,Administrador/a,31,8900.0,Baja
8644,Licenciatura,Finanzas,Administrador/a,24,9200.0,Baja
8645,Básica,Informal,Psicólogo/a,29,8500.0,Baja
8646,Básica,Informal,Veterinario/a,46,18900.0,Media
8647,Licenciatura,Servicios,Físico/a,59,28100.0,Media
8648,Licenciatura,Servicios,Paleontólogo/a,36,23800.0,Media
8649,Licenciatura,Comercio,Físico/a,42,20400.0,Media
8650,Licenciatura,Construcción,Telefonista,27,12500.0,Baja
8651,Básica,Servicios,Pastor,32,8500.0,Baja
8652,Media Superior,Gobierno,Arquitecto/a,57,31300.0,Media
8653,Licenciatura,Informal,Fontanero o plomero,20,8500.0,Baja
8654,Licenciatura,Comercio,Actuario/a,40,22700.0,Media
8655,Básica,Gobierno,Zapatero,40,17900.0,Media
8656,Básica,Manufactura,Escultor,55,13000.0,Baja
8657,Licenciatura,Construcción,Herrero,55,13800.0,Baja
8658,Licenciatura,Manufactura,Leñador,35,11900.0,Baja
8659,Media Superior,Manufactura,Abogado/a,39,17800.0,Media
8660,Licenciatura,Comercio,Enfermero/a,29,12700.0,Baja
8661,Media Superior,Servicios,Biólogo/a,44,21100.0,Media
8662,Posgrado,Manufactura,Fontanero o plomero,56,24100.0,Media
8663,Licenciatura,Construcción,Escritor,51,20800.0,Media
8664,Licenciatura,Servicios,Cocinero,21,8500.0,Baja
8665,Media Superior,Informal,Profesor/a,56,19500.0,Media
8666,Licenciatura,Finanzas,Agricultor,49,22200.0,Media
8667,Básica,Manufactura,Frutero,53,13900.0,Baja
8668,Básica,Manufactura,Escultor,55,12200.0,Baja
8669,Licenciatura,Construcción,Médico/a cirujano/a,41,22900.0,Media
8670,Licenciatura,Gobierno,Camarero,30,13300.0,Baja
8671,Media Superior,Servicios,Óptico,43,13500.0,Baja
8672,Media Superior,Servicios,Panadero,39,8500.0,Baja
8673,Licenciatura,Finanzas,Artesano,31,13300.0,Baja
8674,Posgrado,Servicios,Contador/a,55,21700.0,Media
8675,Posgrado,Informal,Frutero,40,20100.0,Media
8676,Licenciatura,Gobierno,Pescador,23,8500.0,Baja
8677,Básica,Gobierno,Técnico/a de sonido,48,18500.0,Media
8678,Licenciatura,Servicios,Zapatero,38,8500.0,Baja
8679,Básica,Servicios,Óptico,56,26200.0,Media
8680,Licenciatura,Finanzas,Albañil,50,18100.0,Media
8681,Licenciatura,Informal,Paleontólogo/a,23,8500.0,Baja
8682,Posgrado,Comercio,Mecánico,34,13600.0,Baja
8683,Licenciatura,Informal,Escritor,36,8500.0,Baja
8684,Licenciatura,Finanzas,Arquitecto/a,51,35800.0,Alta
8685,Licenciatura,Informal,Biólogo/a,54,18700.0,Media
8686,Media Superior,Comercio,Administrador/a,49,9800.0,Baja
8687,Posgrado,Servicios,Escultor,42,23200.0,Media
8688,Licenciatura,Construcción,Actuario/a,38,23200.0,Media
8689,Licenciatura,Finanzas,Meteorólogo/a,44,20900.0,Media
8690,Licenciatura,Comercio,Imprentero,55,18700.0,Media
8691,Licenciatura,Servicios,Afilador,58,22500.0,Media
8692,Media Superior,Construcción,Psicólogo/a,22,9800.0,Baja
8693,Licenciatura,Gobierno,Carpintero,55,16400.0,Media
8694,Media Superior,Finanzas,Lutier,55,12100.0,Baja
8695,Licenciatura,Construcción,Afilador,41,20600.0,Media
8696,Básica,Comercio,Maestro,59,13700.0,Baja
8697,Básica,Finanzas,Óptico,32,8500.0,Baja
8698,Media Superior,Manufactura,Maestro,35,16100.0,Media
8699,Licenciatura,Manufactura,Vendedor,43,14100.0,Baja
8700,Licenciatura,Comercio,Pastor,46,8500.0,Baja
8701,Básica,Servicios,Paleontólogo/a,42,13900.0,Baja
8702,Básica,Servicios,Lingüista,37,13900.0,Baja
8703,Licenciatura,Informal,Fontanero o plomero,25,11300.0,Baja
8704,Licenciatura,Construcción,Artesano,30,8500.0,Baja
8705,Licenciatura,Gobierno,Peletero,27,8500.0,Baja
8706,Licenciatura,Finanzas,Peluquero,30,8500.0,Baja
8707,Licenciatura,Manufactura,Obrero,26,8500.0,Baja
8708,Licenciatura,Comercio,Mecánico,33,14000.0,Baja
8709,Media Superior,Construcción,Camarero,44,13600.0,Baja
8710,Posgrado,Gobierno,Tornero,30,22200.0,Media
8711,Básica,Finanzas,Carpintero,22,9300.0,Baja
8712,Media Superior,Construcción,Contador/a,31,8500.0,Baja
8713,Licenciatura,Comercio,Joyero,36,15700.0,Media
8714,Licenciatura,Servicios,Abogado/a,32,10200.0,Baja
8715,Media Superior,Informal,Pastor,42,8500.0,Baja
8716,Media Superior,Informal,Vendedor,50,8500.0,Baja
8717,Media Superior,Manufactura,Pescador,27,8500.0,Baja
8718,Posgrado,Gobierno,Veterinario/a,56,33200.0,Media
8719,Media Superior,Comercio,Paleontólogo/a,44,24800.0,Media
8720,Básica,Servicios,Farmacólogo/a,24,12200.0,Baja
8721,Posgrado,Finanzas,Telefonista,25,19900.0,Media
8722,Media Superior,Informal,Óptico,55,24600.0,Media
8723,Licenciatura,Informal,Químico/a,39,20500.0,Media
8724,Licenciatura,Servicios,Leñador,53,19200.0,Media
8725,Básica,Informal,Repartidor,26,8500.0,Baja
8726,Media Superior,Informal,Cerrajero,29,8500.0,Baja
8727,Licenciatura,Comercio,Abogado/a,20,9500.0,Baja
8728,Licenciatura,Comercio,Psicoanalista,22,16200.0,Media
8729,Posgrado,Manufactura,Diseñador/a gráfico,39,24600.0,Media
8730,Media Superior,Servicios,Bibliotecario/a,43,13900.0,Baja
8731,Media Superior,Informal,Filólogo/a,34,8500.0,Baja
8732,Licenciatura,Construcción,Filólogo/a,31,9700.0,Baja
8733,Licenciatura,Gobierno,Chofer transportista,42,8500.0,Baja
8734,Básica,Finanzas,Lechero,44,17900.0,Media
8735,Media Superior,Servicios,Zapatero,27,8500.0,Baja
8736,Básica,Informal,Médico/a cirujano/a,21,10500.0,Baja
8737,Media Superior,Manufactura,Economista,22,14400.0,Baja
8738,Licenciatura,Gobierno,Herrero,22,9600.0,Baja
8739,Media Superior,Servicios,Jardinero,45,13500.0,Baja
8740,Licenciatura,Manufactura,Físico/a,31,20400.0,Media
8741,Licenciatura,Gobierno,Desarrollador/a web,40,17000.0,Media
8742,Básica,Informal,Técnico/a de sonido,45,14800.0,Baja
8743,Licenciatura,Servicios,Sastre,32,17500.0,Media
8744,Básica,Informal,Músico/a,44,13600.0,Baja
8745,Media Superior,Comercio,Desarrollador/a web,51,23000.0,Media
8746,Básica,Manufactura,Arquitecto/a,50,18200.0,Media
8747,Licenciatura,Manufactura,Apicultor,20,11600.0,Baja
8748,Media Superior,Finanzas,Psicólogo/a,39,20200.0,Media
8749,Posgrado,Servicios,Diseñador/a gráfico,49,28600.0,Media
8750,Posgrado,Finanzas,Barbero,45,25900.0,Media
8751,Media Superior,Finanzas,Traductor/a,24,8500.0,Baja
8752,Licenciatura,Informal,Historiador/a,36,12100.0,Baja
8753,Licenciatura,Servicios,Frutero,49,24700.0,Media
8754,Media Superior,Servicios,Bibliotecario/a,37,8500.0,Baja
8755,Licenciatura,Gobierno,Traductor/a,40,23000.0,Media
8756,Básica,Manufactura,Contador/a,44,8500.0,Baja
8757,Licenciatura,Informal,Herrero,44,13400.0,Baja
8758,Licenciatura,Manufactura,Médico/a cirujano/a,47,23100.0,Media
8759,Posgrado,Comercio,Arquitecto/a,56,32400.0,Media
8760,Licenciatura,Informal,Obrero,38,11700.0,Baja
8761,Posgrado,Finanzas,Pescador,26,28800.0,Media
8762,Media Superior,Manufactura,Animador,49,18000.0,Media
8763,Licenciatura,Manufactura,Kinesiólogo/a,36,17200.0,Media
8764,Licenciatura,Servicios,Chofer transportista,37,18000.0,Media
8765,Licenciatura,Servicios,Historiador/a,27,8500.0,Baja
8766,Media Superior,Servicios,Lutier,35,17000.0,Media
8767,Media Superior,Servicios,Kinesiólogo/a,32,13900.0,Baja
8768,Licenciatura,Informal,Bombero,46,21100.0,Media
8769,Licenciatura,Informal,Psicólogo/a,43,9100.0,Baja
8770,Básica,Informal,Abogado/a,44,10500.0,Baja
8771,Licenciatura,Comercio,Pescador,47,18800.0,Media
8772,Media Superior,Informal,Radiólogo/a,36,8500.0,Baja
8773,Licenciatura,Comercio,Médico/a cirujano/a,40,20000.0,Media
8774,Básica,Manufactura,Carnicero,52,8500.0,Baja
8775,Licenciatura,Servicios,Agricultor,41,26200.0,Media
8776,Media Superior,Servicios,Telefonista,40,19300.0,Media
8777,Básica,Construcción,Frutero,23,8500.0,Baja
8778,Media Superior,Gobierno,Repartidor,46,15100.0,Media
8779,Licenciatura,Gobierno,Bombero,58,20200.0,Media
8780,Básica,Informal,Sastre,59,8500.0,Baja
8781,Básica,Construcción,Pescador,24,8500.0,Baja
8782,Licenciatura,Informal,Tornero,42,15600.0,Media
8783,Licenciatura,Servicios,Lingüista,42,26000.0,Media
8784,Posgrado,Informal,Químico/a,29,12500.0,Baja
8785,Media Superior,Servicios,Enfermero/a,23,8500.0,Baja
8786,Licenciatura,Servicios,Arquitecto/a,23,13600.0,Baja
8787,Posgrado,Manufactura,Tornero,44,23900.0,Media
8788,Licenciatura,Servicios,Economista,50,17200.0,Media
8789,Licenciatura,Informal,Profesor/a,50,16100.0,Media
8790,Licenciatura,Manufactura,Peluquero,55,13600.0,Baja
8791,Básica,Construcción,Ingeniero/a,28,14400.0,Baja
8792,Posgrado,Servicios,Programador,29,21700.0,Media
8793,Media Superior,Informal,Vigilante,56,15700.0,Media
8794,Media Superior,Comercio,Bombero,32,8500.0,Baja
8795,Licenciatura,Comercio,Profesor/a,34,8500.0,Baja
8796,Licenciatura,Informal,Arquitecto/a,29,8500.0,Baja
8797,Licenciatura,Gobierno,Sastre,44,28500.0,Media
8798,Básica,Informal,Maestro,55,17400.0,Media
8799,Licenciatura,Servicios,Repartidor,28,17900.0,Media
8800,Media Superior,Finanzas,Vendedor,41,14800.0,Baja
8801,Licenciatura,Informal,Ingeniero/a,29,8500.0,Baja
8802,Posgrado,Comercio,Filólogo/a,36,13900.0,Baja
8803,Licenciatura,Servicios,Médico/a cirujano/a,30,14000.0,Baja
8804,Licenciatura,Comercio,Biólogo/a,39,18800.0,Media
8805,Media Superior,Gobierno,Economista,35,12200.0,Baja
8806,Básica,Manufactura,Herrero,48,13800.0,Baja
8807,Básica,Servicios,Programador,33,14500.0,Baja
8808,Media Superior,Servicios,Óptico,53,18000.0,Media
8809,Básica,Informal,Camarero,57,15600.0,Media
8810,Media Superior,Construcción,Carpintero,22,8500.0,Baja
8811,Licenciatura,Finanzas,Albañil,38,14400.0,Baja
8812,Media Superior,Construcción,Pintor,55,13800.0,Baja
8813,Media Superior,Informal,Lutier,20,12500.0,Baja
8814,Licenciatura,Manufactura,Joyero,42,11600.0,Baja
8815,Básica,Servicios,Cocinero,43,8900.0,Baja
8816,Media Superior,Construcción,Psicólogo/a,59,19300.0,Media
8817,Licenciatura,Comercio,Cajero,49,15000.0,Media
8818,Licenciatura,Gobierno,Guardabosques,39,8500.0,Baja
8819,Media Superior,Servicios,Barrendero,30,12600.0,Baja
8820,Licenciatura,Informal,Panadero,21,8500.0,Baja
8821,Básica,Gobierno,Mecánico,48,24300.0,Media
8822,Licenciatura,Construcción,Leñador,37,18200.0,Media
8823,Media Superior,Gobierno,Herrero,39,22700.0,Media
8824,Posgrado,Servicios,Arquitecto/a,52,33900.0,Media
8825,Licenciatura,Gobierno,Obrero,53,23300.0,Media
8826,Básica,Finanzas,Barbero,32,8500.0,Baja
8827,Básica,Servicios,Meteorólogo/a,46,12700.0,Baja
8828,Media Superior,Informal,Imprentero,40,15800.0,Media
8829,Licenciatura,Informal,Peletero,52,13100.0,Baja
8830,Media Superior,Informal,Mecánico,46,8500.0,Baja
8831,Media Superior,Servicios,Lavandero,23,8500.0,Baja
8832,Licenciatura,Informal,Guardabosques,41,8500.0,Baja
8833,Media Superior,Gobierno,Lingüista,26,10200.0,Baja
8834,Básica,Servicios,Periodista,56,15100.0,Media
8835,Licenciatura,Gobierno,Telefonista,23,13300.0,Baja
8836,Licenciatura,Servicios,Repartidor,26,10900.0,Baja
8837,Media Superior,Finanzas,Obrero,52,30200.0,Media
8838,Licenciatura,Servicios,Químico/a,57,34500.0,Media
8839,Licenciatura,Comercio,Diseñador/a gráfico,41,14000.0,Baja
8840,Licenciatura,Finanzas,Periodista,31,15900.0,Media
8841,Básica,Servicios,Barbero,35,8500.0,Baja
8842,Básica,Finanzas,Mecánico,31,11400.0,Baja
8843,Básica,Finanzas,Panadero,58,16200.0,Media
8844,Media Superior,Comercio,Cocinero,42,8800.0,Baja
8845,Licenciatura,Manufactura,Músico/a,20,8500.0,Baja
8846,Licenciatura,Informal,Pintor,47,19900.0,Media
8847,Media Superior,Servicios,Leñador,59,18200.0,Media
8848,Media Superior,Servicios,Peluquero,37,8500.0,Baja
8849,Licenciatura,Gobierno,Pescador,35,17500.0,Media
8850,Licenciatura,Servicios,Maestro,29,9200.0,Baja
8851,Licenciatura,Informal,Lechero,33,8500.0,Baja
8852,Básica,Comercio,Vendedor,39,8500.0,Baja
8853,Básica,Finanzas,Guardabosques,22,8800.0,Baja
8854,Posgrado,Informal,Biólogo/a,40,10600.0,Baja
8855,Posgrado,Servicios,Artesano,23,8500.0,Baja
8856,Licenciatura,Informal,Barbero,51,12900.0,Baja
8857,Licenciatura,Manufactura,Kinesiólogo/a,54,30900.0,Media
8858,Básica,Construcción,Leñador,37,17200.0,Media
8859,Licenciatura,Finanzas,Barrendero,48,17400.0,Media
8860,Media Superior,Informal,Peletero,58,12000.0,Baja
8861,Licenciatura,Finanzas,Profesor/a,37,21000.0,Media
8862,Básica,Gobierno,Vigilante,57,22200.0,Media
8863,Media Superior,Gobierno,Vendedor,44,8500.0,Baja
8864,Licenciatura,Servicios,Fumigador,45,12800.0,Baja
8865,Licenciatura,Informal,Pintor,28,8500.0,Baja
8866,Básica,Finanzas,Leñador,58,22100.0,Media
8867,Básica,Servicios,Afilador,58,20300.0,Media
8868,Media Superior,Servicios,Radiólogo/a,23,11800.0,Baja
8869,Media Superior,Informal,Animador,40,8500.0,Baja
8870,Licenciatura,Manufactura,Técnico/a de sonido,45,10200.0,Baja
8871,Licenciatura,Informal,Técnico/a de sonido,25,8500.0,Baja
8872,Básica,Comercio,Fumigador,26,8500.0,Baja
8873,Licenciatura,Comercio,Lechero,40,15000.0,Media
8874,Posgrado,Construcción,Químico/a,29,12800.0,Baja
8875,Media Superior,Servicios,Óptico,34,14500.0,Baja
8876,Posgrado,Manufactura,Repartidor,48,28500.0,Media
8877,Licenciatura,Servicios,Leñador,55,10100.0,Baja
8878,Licenciatura,Servicios,Imprentero,22,15900.0,Media
8879,Licenciatura,Servicios,Biólogo/a,47,18100.0,Media
8880,Licenciatura,Manufactura,Cajero,20,10300.0,Baja
8881,Posgrado,Servicios,Peletero,27,20000.0,Media
8882,Básica,Gobierno,Pastor,39,12100.0,Baja
8883,Licenciatura,Construcción,Profesor/a,41,22700.0,Media
8884,Licenciatura,Informal,Leñador,24,8500.0,Baja
8885,Licenciatura,Manufactura,Guardabosques,26,13800.0,Baja
8886,Básica,Finanzas,Obrero,39,15800.0,Media
8887,Media Superior,Gobierno,Fumigador,49,25400.0,Media
8888,Licenciatura,Comercio,Soldador,52,13600.0,Baja
8889,Licenciatura,Servicios,Panadero,33,11000.0,Baja
8890,Licenciatura,Gobierno,Peletero,52,22900.0,Media
8891,Posgrado,Manufactura,Matemático/a,58,27400.0,Media
8892,Básica,Manufactura,Cocinero,56,16400.0,Media
8893,Licenciatura,Gobierno,Lutier,42,27100.0,Media
8894,Media Superior,Gobierno,Enfermero/a,50,19800.0,Media
8895,Posgrado,Gobierno,Maestro,52,23400.0,Media
8896,Media Superior,Informal,Bombero,27,8500.0,Baja
8897,Media Superior,Gobierno,Repartidor,58,20600.0,Media
8898,Licenciatura,Informal,Zapatero,27,8500.0,Baja
8899,Licenciatura,Gobierno,Filólogo/a,23,13800.0,Baja
8900,Licenciatura,Comercio,Obrero,33,12700.0,Baja
8901,Licenciatura,Construcción,Carpintero,48,8500.0,Baja
8902,Licenciatura,Construcción,Lingüista,44,17900.0,Media
8903,Media Superior,Gobierno,Mecánico,26,8500.0,Baja
8904,Básica,Informal,Traductor/a,21,12800.0,Baja
8905,Media Superior,Servicios,Agricultor,49,18000.0,Media
8906,Licenciatura,Comercio,Zapatero,59,8500.0,Baja
8907,Básica,Servicios,Carnicero,50,15200.0,Media
8908,Básica,Informal,Pescador,43,8500.0,Baja
8909,Básica,Manufactura,Químico/a,32,15300.0,Media
8910,Media Superior,Construcción,Economista,22,16800.0,Media
8911,Licenciatura,Manufactura,Cocinero,31,14100.0,Baja
8912,Media Superior,Construcción,Carpintero,55,10200.0,Baja
8913,Licenciatura,Manufactura,Desarrollador/a web,23,16500.0,Media
8914,Media Superior,Comercio,Obrero,53,11400.0,Baja
8915,Media Superior,Servicios,Químico/a,48,19100.0,Media
8916,Licenciatura,Gobierno,Agricultor,43,24700.0,Media
8917,Media Superior,Servicios,Imprentero,21,8900.0,Baja
8918,Licenciatura,Finanzas,Artesano,37,13600.0,Baja
8919,Media Superior,Servicios,Peletero,51,17400.0,Media
8920,Licenciatura,Informal,Óptico,35,8500.0,Baja
8921,Licenciatura,Construcción,Mecánico,37,13500.0,Baja
8922,Posgrado,Servicios,Afilador,48,16200.0,Media
8923,Media Superior,Manufactura,Apicultor,57,15900.0,Media
8924,Media Superior,Informal,Soldador,23,9700.0,Baja
8925,Posgrado,Gobierno,Chofer transportista,49,18800.0,Media
8926,Licenciatura,Manufactura,Economista,52,20300.0,Media
8927,Licenciatura,Construcción,Peluquero,48,15100.0,Media
8928,Licenciatura,Gobierno,Bombero,45,10800.0,Baja
8929,Media Superior,Servicios,Guardabosques,50,8900.0,Baja
8930,Licenciatura,Construcción,Maestro,45,13800.0,Baja
8931,Licenciatura,Construcción,Barrendero,56,11000.0,Baja
8932,Licenciatura,Informal,Jardinero,25,8500.0,Baja
8933,Licenciatura,Servicios,Carpintero,52,27000.0,Media
8934,Media Superior,Informal,Panadero,26,8500.0,Baja
8935,Básica,Manufactura,Carpintero,44,11100.0,Baja
8936,Posgrado,Gobierno,Soldador,32,14400.0,Baja
8937,Licenciatura,Servicios,Lutier,55,24200.0,Media
8938,Básica,Gobierno,Pintor,23,8500.0,Baja
8939,Licenciatura,Servicios,Relojero,42,11500.0,Baja
8940,Licenciatura,Gobierno,Ingeniero/a,56,28300.0,Media
8941,Licenciatura,Comercio,Radiólogo/a,51,17400.0,Media
8942,Básica,Construcción,Frutero,32,13900.0,Baja
8943,Licenciatura,Gobierno,Radiólogo/a,48,24200.0,Media
8944,Básica,Comercio,Pastor,38,17100.0,Media
8945,Licenciatura,Gobierno,Farmacólogo/a,38,28300.0,Media
8946,Licenciatura,Servicios,Maestro,45,14300.0,Baja
8947,Media Superior,Finanzas,Enfermero/a,37,24100.0,Media
8948,Licenciatura,Gobierno,Relojero,45,18600.0,Media
8949,Básica,Finanzas,Maestro,23,12500.0,Baja
8950,Licenciatura,Comercio,Meteorólogo/a,47,18500.0,Media
8951,Licenciatura,Construcción,Apicultor,30,17300.0,Media
8952,Licenciatura,Manufactura,Camarero,53,15600.0,Media
8953,Básica,Servicios,Panadero,25,8500.0,Baja
8954,Media Superior,Construcción,Carnicero,59,19100.0,Media
8955,Licenciatura,Construcción,Historiador/a,56,24200.0,Media
8956,Básica,Manufactura,Agricultor,26,8500.0,Baja
8957,Licenciatura,Gobierno,Carpintero,53,24000.0,Media
8958,Licenciatura,Servicios,Pescador,51,14700.0,Baja
8959,Media Superior,Comercio,Arquitecto/a,53,16100.0,Media
8960,Licenciatura,Servicios,Pastor,42,17300.0,Media
8961,Licenciatura,Servicios,Jardinero,35,14300.0,Baja
8962,Media Superior,Gobierno,Desarrollador/a web,37,13500.0,Baja
8963,Media Superior,Servicios,Profesor/a,23,8500.0,Baja
8964,Licenciatura,Informal,Jardinero,20,8500.0,Baja
8965,Licenciatura,Finanzas,Agricultor,36,11100.0,Baja
8966,Básica,Manufactura,Economista,47,8500.0,Baja
8967,Básica,Comercio,Veterinario/a,36,18300.0,Media
8968,Licenciatura,Gobierno,Fumigador,56,28300.0,Media
8969,Licenciatura,Servicios,Desarrollador/a web,45,23900.0,Media
8970,Básica,Informal,Farmacólogo/a,20,8500.0,Baja
8971,Licenciatura,Gobierno,Obrero,27,13800.0,Baja
8972,Básica,Servicios,Guardabosques,52,17200.0,Media
8973,Licenciatura,Informal,Repartidor,52,16400.0,Media
8974,Básica,Finanzas,Lingüista,55,26400.0,Media
8975,Posgrado,Servicios,Fumigador,31,17900.0,Media
8976,Licenciatura,Gobierno,Vigilante,23,10300.0,Baja
8977,Básica,Servicios,Escultor,44,15400.0,Media
8978,Licenciatura,Manufactura,Chofer transportista,30,8500.0,Baja
8979,Licenciatura,Gobierno,Programador,56,25200.0,Media
8980,Media Superior,Informal,Farmacólogo/a,36,8500.0,Baja
8981,Licenciatura,Servicios,Administrador/a,37,16300.0,Media
8982,Media Superior,Comercio,Químico/a,48,20800.0,Media
8983,Licenciatura,Servicios,Bombero,26,12200.0,Baja
8984,Licenciatura,Servicios,Tornero,36,10200.0,Baja
8985,Media Superior,Construcción,Técnico/a de sonido,26,10400.0,Baja
8986,Media Superior,Construcción,Cajero,59,13200.0,Baja
8987,Licenciatura,Informal,Peletero,40,14500.0,Baja
8988,Licenciatura,Finanzas,Lechero,57,23900.0,Media
8989,Media Superior,Manufactura,Lutier,34,8800.0,Baja
8990,Básica,Finanzas,Bombero,28,10200.0,Baja
8991,Media Superior,Servicios,Telefonista,37,8500.0,Baja
8992,Licenciatura,Comercio,Carnicero,44,23300.0,Media
8993,Básica,Informal,Psicoanalista,37,8500.0,Baja
8994,Media Superior,Manufactura,Repartidor,36,8500.0,Baja
8995,Básica,Servicios,Apicultor,21,11400.0,Baja
8996,Media Superior,Informal,Frutero,49,11600.0,Baja
8997,Licenciatura,Servicios,Maestro,40,14100.0,Baja
8998,Básica,Construcción,Joyero,26,8500.0,Baja
8999,Licenciatura,Manufactura,Carnicero,22,18700.0,Media
9000,Media Superior,Servicios,Carnicero,20,9100.0,Baja
9001,Básica,Manufactura,Tornero,46,8500.0,Baja
9002,Licenciatura,Informal,Carpintero,37,9700.0,Baja
9003,Licenciatura,Manufactura,Jardinero,34,8500.0,Baja
9004,Media Superior,Manufactura,Bombero,43,12300.0,Baja
9005,Media Superior,Manufactura,Obrero,56,13900.0,Baja
9006,Licenciatura,Informal,Jardinero,58,18100.0,Media
9007,Media Superior,Informal,Médico/a cirujano/a,28,8500.0,Baja
9008,Media Superior,Manufactura,Lutier,42,8500.0,Baja
9009,Licenciatura,Comercio,Matemático/a,26,8500.0,Baja
9010,Licenciatura,Informal,Filólogo/a,35,8500.0,Baja
9011,Licenciatura,Manufactura,Físico/a,45,25000.0,Media
9012,Media Superior,Manufactura,Físico/a,43,14000.0,Baja
9013,Media Superior,Finanzas,Filólogo/a,53,22500.0,Media
9014,Licenciatura,Manufactura,Frutero,22,11500.0,Baja
9015,Media Superior,Comercio,Biólogo/a,59,21600.0,Media
9016,Básica,Informal,Biólogo/a,50,8500.0,Baja
9017,Media Superior,Informal,Mecánico,29,8500.0,Baja
9018,Posgrado,Gobierno,Arquitecto/a,20,24100.0,Media
9019,Básica,Manufactura,Economista,57,28000.0,Media
9020,Licenciatura,Finanzas,Pescador,58,22300.0,Media
9021,Licenciatura,Manufactura,Animador,22,8500.0,Baja
9022,Básica,Servicios,Profesor/a,59,25000.0,Media
9023,Posgrado,Informal,Pintor,29,13600.0,Baja
9024,Básica,Informal,Abogado/a,54,18000.0,Media
9025,Media Superior,Comercio,Desarrollador/a web,32,14800.0,Baja
9026,Posgrado,Comercio,Arquitecto/a,48,26500.0,Media
9027,Licenciatura,Informal,Telefonista,25,8500.0,Baja
9028,Licenciatura,Gobierno,Peletero,56,19500.0,Media
9029,Licenciatura,Finanzas,Enfermero/a,43,20800.0,Media
9030,Media Superior,Comercio,Economista,31,8500.0,Baja
9031,Media Superior,Gobierno,Jardinero,53,17600.0,Media
9032,Básica,Informal,Telefonista,48,8500.0,Baja
9033,Licenciatura,Manufactura,Actuario/a,30,8500.0,Baja
9034,Licenciatura,Finanzas,Escultor,45,22900.0,Media
9035,Media Superior,Informal,Cajero,21,8500.0,Baja
9036,Licenciatura,Informal,Jardinero,45,10300.0,Baja
9037,Básica,Comercio,Leñador,45,14200.0,Baja
9038,Licenciatura,Construcción,Meteorólogo/a,21,8500.0,Baja
9039,Posgrado,Servicios,Afilador,50,21400.0,Media
9040,Media Superior,Servicios,Psicólogo/a,34,11500.0,Baja
9041,Media Superior,Construcción,Panadero,26,8500.0,Baja
9042,Posgrado,Gobierno,Óptico,47,24500.0,Media
9043,Básica,Gobierno,Profesor/a,22,13800.0,Baja
9044,Licenciatura,Informal,Lutier,32,8500.0,Baja
9045,Media Superior,Informal,Peluquero,47,12000.0,Baja
9046,Posgrado,Comercio,Fumigador,30,17000.0,Media
9047,Licenciatura,Servicios,Médico/a cirujano/a,57,31000.0,Media
